Open_Time_ms,Open,High,Low,Close,Volume,Close_Time_ms,Quote_Asset_Volume,Number_of_Trades,Taker_Buy_Base_Asset_Volume,Taker_Buy_Quote_Asset_Volume
1775134800000,2026.98,2041.02,2017.04,2038.81,21851.0601,1775138399999,44271732.107335,342420,11724.0615,23764311.776637
1775138400000,2038.81,2072.22,2032.99,2063.82,38683.3619,1775141999999,79355220.049225,499568,19348.9817,39720956.762214
1775142000000,2063.82,2067.89,2048.6,2059.6,16999.3052,1775145599999,34991570.413651,254074,7460.1122,15357673.694572
1775145600000,2059.59,2077.64,2052.52,2063.31,19595.7382,1775149199999,40382429.357359,200832,7997.8479,16494151.472723
1775149200000,2063.32,2072.0,2044.5,2047.23,11148.0191,1775152799999,22957159.029926,152334,4946.929,10194520.752222
1775152800000,2047.22,2063.0,2043.65,2058.32,8327.3195,1775156399999,17086416.584281,114524,4580.554,9399922.624991
1775156400000,2058.33,2066.66,2054.97,2065.34,5853.874,1775159999999,12062490.148427,105182,3396.2413,6998964.964349
1775160000000,2065.35,2074.16,2061.06,2068.19,7110.0845,1775163599999,14708881.554687,85820,3965.1681,8203308.066302
1775163600000,2068.2,2070.46,2056.11,2062.98,6195.6446,1775167199999,12771769.507511,76451,2370.5253,4885929.646962
1775167200000,2062.99,2064.94,2053.54,2060.03,5345.387,1775170799999,11013542.098416,84087,2208.3701,4550373.927267
1775170800000,2060.04,2061.89,2054.0,2057.17,5039.5805,1775174399999,10369120.045941,72484,2141.1619,4405722.575835
1775174400000,2057.18,2059.63,2050.04,2053.01,3658.558,1775177999999,7518810.532039,74026,1268.8907,2607786.645927
1775178000000,2053.01,2062.49,2045.4,2050.61,5957.6794,1775181599999,12229383.898849,95219,2498.6106,5131234.131035
1775181600000,2050.61,2059.73,2040.66,2052.48,13641.7647,1775185199999,27935992.588984,135694,7533.0421,15426729.496532
1775185200000,2052.47,2057.22,2050.08,2054.23,4604.5788,1775188799999,9457790.685588,68115,1870.8562,3842697.458739
1775188800000,2054.22,2057.8,2048.89,2054.53,3535.1092,1775192399999,7258898.640468,70260,1877.916,3856295.489052
1775192400000,2054.52,2064.58,2047.35,2057.12,6946.4533,1775195999999,14294721.229619,81582,3740.4683,7698342.762466
1775196000000,2057.12,2066.61,2054.98,2063.66,6719.2857,1775199599999,13848764.677885,92456,3541.4409,7299101.712319
1775199600000,2063.66,2075.17,2062.2,2065.85,7270.4093,1775203199999,15030719.349081,90198,3272.3071,6766219.414886
1775203200000,2065.84,2072.0,2058.89,2060.96,9649.3893,1775206799999,19916787.879553,71578,3789.3443,7824323.013939
1775206800000,2060.97,2064.06,2057.03,2061.35,4821.5571,1775210399999,9937358.871746,55372,3101.7915,6393603.859954
1775210400000,2061.35,2061.35,2053.46,2059.9,4051.9902,1775213999999,8338876.428626,62571,1871.198,3850818.123155
1775214000000,2059.91,2064.76,2057.94,2062.64,2874.6916,1775217599999,5925863.759629,52064,1507.0524,3106754.942
1775217600000,2062.64,2081.76,2045.08,2049.84,15335.5297,1775221199999,31611188.693016,171652,7919.7818,16328819.427019
1775221200000,2049.85,2051.18,2041.65,2048.17,7950.3394,1775224799999,16270978.102817,114932,3316.103,6787773.906833
1775224800000,2048.17,2057.12,2045.32,2054.59,6038.137,1775228399999,12387305.417725,92271,3102.4443,6365590.896476
1775228400000,2054.59,2057.77,2049.34,2051.26,5407.9689,1775231999999,11101379.611718,64648,3058.5967,6278514.205484
1775232000000,2051.26,2056.54,2049.84,2054.7,4063.9595,1775235599999,8347064.5571,61441,2086.683,4286038.199229
1775235600000,2054.7,2055.4,2043.78,2050.36,4212.2581,1775239199999,8631469.506267,57289,1886.1681,3865496.179749
1775239200000,2050.36,2053.34,2048.06,2049.26,1876.5841,1775242799999,3848121.536103,38201,957.6351,1963758.915528
1775242800000,2049.26,2054.11,2045.21,2052.68,2549.0412,1775246399999,5225847.285123,36058,1247.7792,2558472.466287
1775246400000,2052.69,2055.0,2052.0,2052.75,2868.2806,1775249999999,5889462.055349,30144,1301.5434,2672511.430752
1775250000000,2052.75,2060.92,2052.67,2058.42,4888.6892,1775253599999,10057980.175136,46890,2278.4804,4688480.297073
1775253600000,2058.41,2059.72,2049.58,2051.79,3624.057,1775257199999,7443718.041148,51218,932.9269,1916374.809617
1775257200000,2051.8,2054.1,2049.23,2053.83,3720.328,1775260799999,7632078.589272,27716,888.7416,1823301.468279
1775260800000,2053.83,2053.86,2051.5,2052.26,1675.1923,1775264399999,3438422.771702,43338,842.4594,1729176.885215
1775264400000,2052.26,2053.8,2049.57,2051.27,1681.6241,1775267999999,3449199.901626,39170,848.9745,1741267.376698
1775268000000,2051.27,2053.3,2047.92,2050.13,2584.5202,1775271599999,5297742.657363,41700,1386.264,2841866.039451
1775271600000,2050.13,2052.08,2049.77,2050.05,1091.4606,1775275199999,2238413.4594,39371,515.2331,1056640.158986
1775275200000,2050.05,2051.62,2048.41,2051.21,1310.6356,1775278799999,2686997.617032,40357,703.8947,1443210.317702
1775278800000,2051.21,2054.89,2050.38,2053.79,1818.1301,1775282399999,3731974.28615,42676,1040.7231,2136071.610023
1775282400000,2053.79,2058.0,2052.81,2056.46,3204.6663,1775285999999,6585862.24076,48028,1774.7049,3647176.794745
1775286000000,2056.46,2057.37,2051.6,2053.82,2841.9482,1775289599999,5837006.673413,39450,1215.2352,2496097.516971
1775289600000,2053.82,2055.44,2049.84,2050.57,2363.4539,1775293199999,4851551.234163,40878,1324.1422,2718148.375266
1775293200000,2050.57,2051.9,2049.42,2050.43,2862.9701,1775296799999,5870346.020805,33739,1445.3661,2963480.958963
1775296800000,2050.43,2054.92,2047.89,2054.32,3612.058,1775300399999,7409646.752671,54576,1511.125,3100291.394703
1775300400000,2054.32,2055.03,2051.3,2051.84,2783.2612,1775303999999,5712673.278043,38096,922.5993,1893737.710625
